Name,URL,FR,EN
SAFRAN VENTILATION SYSTEMS,https://technofan.fr,"Safran Ventilation Systems, filiale de Safran, est un pionnier dans le secteur de la ventilation haute performance appliquée a l’aéronautique et l’armement. Aujourd’hui Safran Ventilation Systems équipe une flotte d’avions militaires (Dassault), d’affaires (Falcon, Cessna, Bombardier Aerospace), régionaux (ATR), commerciaux (Airbus) ainsi que des hélicopteres civils et militaires (Agusta, Eurocopter) en opération. Depuis plus de 40 ans, Safran Ventilation Systems développe des technologies innovantes dans le but d’offrir a ses clients un service optimal.","Safran Ventilation Systems, a subsidiary of Safran, is a pioneer in the sector of high performance ventilation applied to aeronautics and defense. A fleet of military A/C (Dassault), business jets (Falcon, Cessna, Bombardier Aerospace), regional & commercial aircraft (Airbus, ATR) and civil and military helicopters (Agusta, Eurocopter) is today flying with Safran ventilation systems equipment. For over 40 years, Safran Ventilation Systems has been developping innovative technologies and offers efficient service, constantly satisfying and anticipating its customers’ demands."
SAKOWIN,https://sakowin.com,"Sakowin industrialise une nouvelle génération d’équipements de production d’hydrogene durable a cout compétitif, sans émission de CO2. Ce sont des réacteurs produisant de l'hydrogene et du carbone solide a partir de biométhane ou de gaz naturel. Utilisant un plasma basse énergie, ce procédé est économe en électricité mais aussi bas en CAPEX. Compact et modulaire, il permet de produire de l’hydrogene directement sur le site de consommation et a la demande en utilisant les infrastructures gazieres existantes.","Sakowin industrializes a new generation of sustainable hydrogen production equipment at competitive cost, with no CO2 emissions. They are reactors producing hydrogen and solid carbon from biomethane or natural gas. Using low-energy plasma, this process is economical in terms of electricity but also low in CAPEX. It is compact and modular, allowing hydrogen to be produced directly on the consumption site and on demand using existing gas infrastructures.
"
BEYOND AERO,https://www.beyond-aero.com/,"Production, innovation, transport de matériel et de passager en mobilité aéronautique (innovations telles la propulsion distribuée, les piles a combustibles a hydrogene, l'impression 3D composite)","Production, innovation, transport of equipment and passengers in aeronautical mobility (innovations such as distributed propulsion, hydrogen fuel cells, composite 3D printing)
"
SAS LOPEZ PAUL,https://saslopez.fr,,
SATYS SURFACE TREATMENT TOULOUSE,https://bonnans.fr/,"PRODEM TRAITEMENT DE SURFACES GRANDES DIMENSIONS SURALU, INOXTITANE Nos équipements permettent la réalisation des différentes opérations liées aux fin de gamme sur pieces élémentaires dans les secteurs aérostructure et motorisation : • Contrôle non destructif : Ressuage, Magnétoscopie, (capacité jusqu’a 5m) • Traitement de Surface sur Aluminium : TSA, OAC, OAS, Alodine (capacité 3m40) • Traitement de surface sur Acier : Cadmiage, Cadmiage Non Fragilisant (capacité 2m) • Traitement de surface sur Aciers Inoxydables : Décapage, Passivation (capacité 2m40) • Décontamination Titanes et alliages de Titane • Usinage Chimique du Titane (capacité 5m) • Peintures ( cabines jusqu’a capacité 6m x 4m) • Sablage sec et humide ( cabines jusqu’a capacité 6m x 4m) • Marquage (Jet d’encre,Vibro) Un atelier de formage a chaud et de formage superplastique (SPF) sur Titane permet la réalisation de pieces de géométries complexes, y compris pour de alliages hautes performances (TA6V) ou réfractaires (Ti 6-2-4-2)","Prodem activity, as a subsidiary of the Bonnans Group is for surface treatment, specially for the Aeronautical Industry. Our Installations are capable of processing several finishing operations on elementary parts for aerostucture or engine applications. Non Destructive Testing : LPI, MPI, ..(capacity max 5m) • Surface treatment on Aluminium : TSA, CAA, SAA, Chromatation, (Line 3m40) • Surface treatment on Steel : Cadmium Plating, Low Hydrogen Embrittlement Cadmium (line 2m) • Surface treatment on CRES : Etching, Passivation (line 2m40 max) • Decontamination on Titanium Alloys (line 5m) • Chemical Milling of Titanium (line 5m) • Paint Application (cabin capacity to 6mx4m) • Wet and Dry Blasting (cabin capacity to 6mx4m) • Marking (Inkjet , Vibro engraving) Our Titanium Hot forming and Super Plastic Forming (SPF) workshop is dedicated to manufacturing of complex parts with high performance Titanium Alloys such as Ti6Al4V or Ti 6242"
SCE,https://sce-electronique.fr,"Solutions de câblages électriques et électroniques répondant aux enjeux de réactivité, disponibilité et compétitivité Localisé sur un site industriel de 550m2, depuis pres de 25 ans, SCE accompagne les développements de ses clients sur leurs marchés a forte valeur ajoutée (aéronautique; mobilité décarbonée; nautisme de plaisance, industrie). La qualification de ses collaborateurs au câblage, certifiés selon les normes IPC-A-610 et IPC-A-620, ainsi que l’organisation reconnue de son systeme Qualité permettent de proposer et tenir des engagements de Qualité, Couts, Délais et Réactivité au meilleur niveau. De sous-traitant de production, SCE a enrichi ses capacités pour la réalisation de prestations clés en main, intégrant Conception et Achats). Capacités: - Assemblages et Tests: * Câblage des circuits imprimés, technologie CMS ou traditionnelle * Réalisation de faisceaux de câbles * Intégration des sous-ensembles électromécaniques & tests * Câblage des armoires / Boitiers électriques * Maintien en condition et Réparation des circuits imprimés ou torons fournis par le client selon la documentation client - Prototypes * Développement et réalisation prototypes sur base de cahier des charges client - Bancs de Tests * Développement et réalisation bancs sur base de cahier des charges client","Electrical and electronic wiring solutions responding to the challenges of responsiveness, availability and competitiveness Located on a 550m2 industrial site, for nearly 25 years, SCE accompanies the developments of its customers on their markets with high added value (aeronautics; decarbonated mobility; pleasure boating, industry). The qualification of its employees in cabling, certified in accordance with the IPC-A-610 and IPC-A-620 standards, as well as the recognised organisation of its quality system, allow us to propose and implement quality, cost, time and responsiveness commitments at the best level. As a production subcontractor, SCE has enhanced its capabilities for the realization of turnkey services, integrating Design and Procurement). Capacities: - Assemblages and Tests: * Wiring of printed circuits, CMS or traditional technology * Production of cable bundles * Integration of electromechanical sub-assemblies & tests * Wiring of electrical cabinets / cabinets * Maintenance and repair of printed circuits or strands supplied by the customer according to customer documentation - Prototypes * Prototype development and implementation of prototypes on the basis of customer specifications - Test beds * Development and production benches based on customer specifications
"
SCHLEIPFER SAS,https://srmp-schleipfer.fr/,"Usinage de précision et assemblage de sous-ensembles pour l'aéronautique, le nautisme et la robinetterie industriel. - Tournage 2 , 3 et 4 axes. - Fraisage 3 , 4 et 5 axes. - Montage de sous-ensembles. - Sertissage rotules suivant ADET 0191","Precision machining and sub-assembly mounting for the aeronautics industry, nautical and industrial valves. - Turning 2, 3 and 4 axis - Milling 3, 4 and 5 axis - Sub-assembly mounting - Crimping ADET 0191"
SDTECH MICRO,https://sd-tech.com,"SDTech, expert de la caractérisation et du traitement a façon des poudres fines. Depuis plus de 20 ans, SDTech consacre tous ses efforts pour façonner et caractériser les poudres fines. Dans la plus stricte confidentialité et avec la plus grande réactivité, nous imaginons et développons des solutions novatrices pour anticiper vos besoins en matiere de traitement a façon, analyse, R&D, formation et conseil. Minéraux, végétaux, polymeres, céramiques, ou encore composites, nous conjuguons nos connaissances des matériaux avec nos compétences en procédés pour vous accompagner dans le design et l’optimisation de vos produits. Une offre sur mesure adaptée aux enjeux des industries : chimique, cosmétique, pharmaceutique, minérale, agro-alimentaire, aéronautique…","SDTech, expert in the characterisation and custom processing of fine powders. SDTech has excelled in the treatment and characterisation of fine powders for over 20 years. In the strictest confidence and with great responsiveness, we imagine and develop innovative solutions to meet all your needs in terms of custom processing, analysis, R&D, training and consultancy. Minerals, plants, polymers, ceramics, or even composites, we combine our knowledge of materials with our process skills, to support you in the design and optimisation of your products. Our offers are tailor-made to adapt to the challenges of the chemical, cosmetic, pharmaceutical, mineral, agro-food and aerospace industries."
SAFRAN ENGINEERING SERVICES - SES,https://safran-group.com/fr/societes/safran-engineering-services,"Activities organized as global center of competences with high technical expertise, large teams, offshore capabilities and differentiating process and tools: System/Electrical/Mechanical/Software engineering services Certification (STC) Customer Support Manufacturing engineering services & industrialization","Activities organized as global center of competences with high technical expertise, large teams, offshore capabilities and differentiating process and tools: System/Electrical/Mechanical/Software engineering services Certification (STC) Customer Support Manufacturing engineering services & industrialization
"
RAPIC,https://rapic.com/,"Fabrication de pieces métalliques formées en fil et en plat, ressorts, clips..","Bent products in metal wire and strip, springs, clips, fittings,.."
RDNANO,https://rdnano.fr/,"R&Dnano conçoit des revetements fonctionnels innovants sur-mesure. Le savoir-faire technologique de R&Dnano dans le domaine des revetements intelligents couvre un large champ d’applications (anticorrosion, biocide, hydrophobe, oléophobe, lubrifiante, conductrice, nivelante, bouchage de pore, renforcement de surface ...). R&Dnano est a la fois concepteur (R&D externalisée pour ses clients, création de formulations sol-gels dédiées) et formulateur (matrice, dépôts, caractérisation). Par son expertise rare en science des matériaux et en particulier dans la chimie sol-gel, R&Dnano accompagne chaque année de nombreuses entreprises européennes dans la recherche de solutions innovantes. Grace a ses propositions de revetements innovants issus de la R&D interne notre équipe de développement est flexible et agile et saura répondre a vos exigences.","R&Dnano designs innovative tailor-made functional coatings. R&Dnano's technological know-how in the field of smart coatings covers a wide range of applications (anticorrosion, biocide, hydrophobic, oleophobic, lubricating, conductive, leveling, pore sealing, surface reinforcement, etc.). R&Dnano is both designer (outsourced R&D for its customers, creation of dedicated sol-gel formulations) and formulator (matrix, deposits, characterization). Through its rare expertise in materials science and in particular in sol-gel chemistry, R&Dnano supports many European companies every year in the search for innovative solutions. Thanks to its innovative coating proposals from internal R&D, our development team is flexible and agile and will be able to meet your requirements."
RECAERO,https://recaero.fr/,"La société RECAERO a été créée en 1993 pour répondre a la demande sans cesse croissante de pieces détachées pour cellules et moteurs aéronautiques. Son organisation réactive couplée a un outil industriel tres complet lui permet d’offrir les meilleurs délais pour le développement et la réalisation de pieces métalliques et composites : - approvisionnement matiere, - fraisage numérique, - tournage et rectification de haute précision, - chaudronnerie, - soudure, - montage, - tuyauterie, - traitement thermique, - traitement de surface. Sa mission est d’offrir les plus larges services a ses clients : retroengineering, co-engineering, speedshop, permanence AOG, gestion des transferts industriels … RECAERO India, filiale indienne créée a Bangalore il y a plus de 10 ans, compte plus de 270 employés qualifiés. Sa maturité lui permet d’apporter des solutions série Best Cost a moindres risques, tout en offrant le bénéfice d’offsets a ses clients.","Recaero Company was created in 1993 to answer the ever growing need of spare parts for aircraft structures and engines. Its very reactive organization coupled to an extensive industrial facility offers the shortest lead-time for the development and manufacturing of metallic and composite parts: - material procurement, - Digital milling, - high precision turning and grinding, - sheet metal work, - welding, - assembly, - piping, - heat treatment, - surface treatment. Its mission is to offer the widest services to its customers: retroengineering, co-engineering, speed shop, AOG organization, industrial transfers management … RECAERO India, created in Bangalore 10 years ago, counts more than 270 skilled employees. Its maturity offers Best Cost serial solution with the lower risks, while allowing the customers to benefit from offsets."
REFLET DU MONDE SARL PRDML,https://refletdumonde.com,"Reflet du Monde est implantée a Technowest Bordeaux Aéroparc. Elle a été créée par 2 professionnels de l’aéronautique : - Lilian MAROLLEAU, technicien aéronautique et professionnel de la photographie et vidéo aérienne professionnelle depuis 2004. - Patrice ROSIER, ingénieur aéronautique, ingénieur vol parabolique de 2007 a 2015 chez Novespace, filiale du CNES. Il est pilote d’aéromodeles. Reflet du Monde fait intervenir des spécialistes de différents domaines, et propose ses services sur toute la France, via son réseau composé de pilotes sélectionnés sur la base d’une longue expérience du pilotage et formés par RDM. NOS OFFRES : 1 – PRESTATIONS PAR DRONE ET ULM 2 – CENTRE DE FORMATION DRONE 3 – VENTE 4 – R&D Le projet phare de la société est le drone longue portée RDM ONE embarquant du SATCOM soutenu notamment par l’Agence Spatiale Européenne","Reflet du Monde is located in the heart of the Technowest-Bordeaux Aéroparc. It is the « leader » in the drone business in the Aquitaine region. The company was founded by Lilian Marolleau, an aeronautics technical expert who has been a professional aerial photographer and producer of aerial videos since 2004, and Patrice Rosier, an aerospace engineer and a parabolic flight engineer from 2007-2015 in Novespace, a subsidiary of the French Space Agency. He has also been an RC pilot for more 20 years. Reflet du Monde calls on the skills of different specialists and provides services all over France thanks to its network of pilots selected for their experience & piloting skills, and trained by RDM. OUR OFFER: AERIAL SHOOTING BY DRONE AND PARAGLIDER, DRONE TRAINING CENTERS, SALES AND R&D The key product is the long range drone RDM ONE supported by the European Space Agency and other partners"
"RESCOLL, SOCIETE DE RECHERCHE",https://rescoll.fr/,"RESCOLL est une société indépendante d’essais et de Recherche créée en 2001. Forte d’une équipe d'une centaine de Docteurs, Ingénieurs et Techniciens, nos compétences s’exercent dans le domaine de l’étude des applications industrielles innovantes des matériaux polymeres : résines, composites, adhésifs, peintures, vernis,… et procédés complexes : assemblages par collage, traitements de surfaces, … Nous réalisons également la caractérisation de matériaux a travers des laboratoires : - d’analyses physico-chimiques : thermomécaniques, spectroscopiques, chromatographiques, … - de caractérisation mécanique - de comportement au feu des matériaux dans le domaine de l’Aéronautique et une offre complete dans la caractérisation de l'intérieur cabine. Nos laboratoires sont accrédités ISO 17 025, certifiés NADCAP NMMT et qualifiés par Airbus, Airbus Helicopters, Safran, Dassault, General Electric, Gulfstream,...et avons l'agrément de la DGAC pour l'essai de certification de petits avions et voilures. Notre filiale RESCOLL Manufacturing est spécialisée dans l’usinage de pieces techniques de haute précision pour la fabrication en série, le prototypage ou la découpe d’éprouvettes.","RESCOLL is an independent testing and research company created in 2001. With a team of one hundred Doctors, Engineers and Technicians, our skills are in the field of the study of innovative industrial applications of polymer materials. : resins, composites, adhesives, paints, varnishes, ... and complex processes: bonding assemblies, surface treatments, ... We also carry out the characterization of materials through laboratories: - Physico-chemical analyzes: thermomechanical, spectroscopic, chromatographic, ... - Mechanical characterization - Fire behavior of materials in the field of Aeronautics and a complete offer in the characterization of the cabin interior. Our laboratories are ISO 17 025 accredited, NADCAP NMMT certified and qualified by Airbus, Airbus Helicopters, Safran, Dassault, General Electric, Gulfstream, ... and have the approval of the DGAC for the certification of small aircrafts and wings . Our subsidiary RESCOLL Manufacturing is specialized in the machining of high precision technical parts for mass production, prototyping or specimen cutting."
REUNIWATT,NA,,
SAF+ CONSORTIUM FRANCE,https://safplusconsortium.com,Production et distribution de carburants de synthese de seconde génération pour l'aéronautique. Décarbonation de l'industrie par capture des émissions de CO2.,"Production and distribution of second generation synthetic fuels for aeronautics. CO2 capture for industrial decarbonation.
"
SDTS,https://sdts.fr,"Dédiée aux missions de service aérien, SDTS a pour objectif de répondre aux besoins d'externalisation des prestations d'entraînement opérationnel des forces armées dans le contexte actuel d'optimisation budgétaire et de rationalisation de l'exploitation des appareils d'Etat. De la mise en ouvre a la maintenance, SDTS déploie ses moyens aériens et l'ensemble de son personnel (pilotes et mécaniciens aéronautiques) sur une large gamme de missions de travail aérien. SDTS conçoit des prestations sur mesure pour ses clients étatiques pour diverses missions RED AIR, exercices de débarquement combiné Air/Mer, missions de formation des contrôleurs de défense aérienne marin","Dedicated to air service missions, SDTS aims to meet the need to outsource the operational training services of the armed forces in the current context of budgetary optimization and rationalization of the operation of state aircraft. From implementation to maintenance, SDTS deploys its air assets and all its personnel (pilots and aviation mechanics) on a wide range of aerial work missions. SDTS designs tailor-made services for its state clients for various RED AIR missions, combined air/sea landing exercises, and training missions for marine air defence controllers.
"
PARADOX,https://laparadox.fr,Paradox est spécialisée dans le développement de matériaux avancés. Notre coeur de métier est l’assemblage et le renforcement des matériaux composites et la protection balistique.,Paradox specialises in the development of advanced materials. Our core business is the assembly and reinforcement of composite materials and ballistic protection.
NANOWAVE TECHNOLOGIES EUROPE,https://nanowavetech.com,"- La recherche et le développement, la commercialisation, l'assistance technique et le marketing de dispositifs de détection électromagnétique (senseurs RF) et matériels de communication RF. Ces produits ont des applications dans le domaine du spatial, aé","- Research and development, marketing, technical assistance and marketing of electromagnetic detection devices (RF sensors) and RF communication equipment. These products have applications in the
"
NEOGY,https://neogy.fr/fr/,"Nous concevons des systemes de stockage d’énergie et de conversion d’énergie, sous-ensembles stratégiques pour la plupart des projets dans les domaines d’innovation technologique. Nous avons 20 ans d’expérience dans le monde de la batterie et du BMS et tous nos produits sont conçus et produits en interne par nos experts, étant capables de répondre rapidement aux besoins de nos clients.","We design energy storage and conversion systems, which are strategic subsets for most projects in the fields of technological innovation. We have 20 years of experience in the battery and BMS world and all our products are designed and produced in-house by our experts, being able to respond quickly to the needs of our customers.
"
NETCARBON,https://netcarbon.fr,"NetCarbon mesure, améliore et valorise la séquestration carbone sur les zones agricoles, urbaines et forestieres. En combinant données satellites et Intelligence Artificielle, la technologie NetCarbon améliore la captation carbone a l'échelle mondiale pour apporter la réponse nécessaire a la lutte contre le changement climatique.","NetCarbon measures, improves and enhances carbon sequestration in agricultural, urban and forest areas. By combining satellite data and Artificial Intelligence, NetCarbon technology improves global carbon capture to provide the necessary response to the fight against climate change.
"
NEUSTA SAS,https://neusta.fr,"Neusta CES, filiale du Groupe Neusta, est une société de conseil, de gestion de projets et d’assistance a maîtrise d’ouvrage dans le domaine des Technologies de l’Information et de la Communication. Melant satisfaction du client, performance technique, économique et développement durable, cette société s’engage sur les voies de la qualité, de l’innovation et du résultat durable. Neusta est dirigée par des managers séniors possédant plus de 20 ans d’expérience tant côté donneurs d’ordres que prestataires.","Neusta CES, a subsidiary of the Neusta Group, is a consulting, project management, and contracting assistance firm in the area of information and communication technologies. With a focus on customer satisfaction, technical and economic performance and sustainable development, this company is committed to quality, innovation and sustainable results."
NEXIO,https://nexiogroup.com/,"La ou il y a de l’électromagnétisme, NEXIO intervient. NEXIO transforme les ondes électromagnétiques et leurs contraintes CEM/RF/FOUDRE/SER en valeur ajoutée pour les grands groupes, PME et TPE dans plus de 25 pays. NEXIO est organisé en 3 pôles : Services - Ingénierie, Automatisation d’essais, Logiciels de Simulation et 2 pôles transverses Innovation et Formation. Nos produits et services couvrent toutes les phases de développement des produits électroniques de la conception a la qualification dans les secteurs Aéronautique, Spatial, Automobile et Industrie électronique. NEXIO est présent a Toulouse, Paris, Lyon-Grenoble, Munich, Austin et Shanghai. DONC POURQUOI NE PAS NOUS METTRE A L’ÉPREUVE ?","Where there is electromagnetism, NEXIO has a role to play. NEXIO turns electromagnetic waves and their EMC/RF/ LIGHTNING/RCS constraints into added value for major groups, SMEs and VSEs in more than 25 countries. NEXIO is organized into 3 business divisions: Services-Engineering, Test Automation, Simulation software and 2 Innovation and Training transverse centers. Our products and services cover all phases of electronic product development, from design to qualification, in the Aerospace, Spatial, and Automotive sectors as well as the Electronics Industry. NEXIO is based in Toulouse, Paris, Lyon-Grenoble, Munich, Austin and Shanghai. SO WHY NOT PUT US TO THE TEST?"
NICOMATIC,https://nicomatic.com/,"Nicomatic conçoit et fabrique de la connectique pour cartes électroniques pour des liaisons carte a carte ou carte a fil, pour environnements séveres. De nos produits catalogues jusqu'a votre connectique personnalisée, nous déployons tout notre savoir faire pour vous apporter la meilleure solution. Nicomatic réalise aussi des harnais en build to spec avec possibilité de blindage et de surmoulage","Nicomatic designs and manufactures electronic board connectors for board-to-board or board-to-wire connections in harsh environments. From our catalog products to your customized connectors, we deploy all our know-how to bring you the best solution. Nicomatic also manufactures build-to-spec harnesses, with the option of shielding and overmolding."
NIKON METROLOGY,https://industry.nikon.com/fr-fr/,"Nikon conçoit et fabrique ses propres sources de rayons X pour ses systemes de radioscopie et de tomographie a rayons X. Fort de plus de 30 ans d'expérience dans ce domaine, la gamme de systemes Nikon s'étend des plus compactes aux plus grands systemes haute énergie et haute résolution. Nikon Metrology offre également des solutions industrielles du type microscopes, stéréomicroscopes, systemes de vidéo mesure et radar laser pour Métrologie grands volumes.","Nikon designs and manufactures its own X-ray sources for its X-ray and X-ray tomography systems. With over 30 years of experience in this field, Nikon's range of systems ranges from the most compact to the largest high-energy, high-resolution systems. Nikon Metrology also offers industrial solutions such as microscopes, stereomicroscopes, video measuring systems and laser radar for high volume metrology.
"
NIMBLE ONE,https://nimbleone.io/,"Nimble One développe et commercialise ARU, robot modulaire et évolutif pour assister l’homme dans un environnement complexe. ARU est une robot sans corps central dont l’architecture mécanique tres originale autorise une grande agilité de mouvement. Il ouvre de nouvelles opportunités en robotique de service. Il est impossible a renverser, moins encombrant, capable de manipuler plus haut, de?monter un escalier, avec moins de moteurs. ARU peut évoluer aussi bien dans une maison, pour réaliser des tâches domestiques que dans un environnement industriel pour réaliser des opérations de maintenance répétitives, surveillance, nettoyage ou inspection dans un environnement dangereux pour l’homme.","Nimble One develops and markets ARU, a modular and scalable robot to assist humans in a complex environment. ARU is a robot without a central body whose very original mechanical architecture allows a great agility of movement. It opens up new opportunities in service robotics. It is impossible to reverse, less cumbersome, able to handle higher, climb stairs, with fewer motors. ARU can operate both in a home, to perform domestic tasks and in an industrial environment to perform repetitive maintenance, surveillance, cleaning or inspection operations in a hazardous environment for humans.
"
NIMESIS,https://nimesis.com/fr/accueil/,"Nimesis Technology est une PME française fondée en 2008, experte dans le domaine des alliages a mémoire de forme. Cette technologie de pointe est au cour des dispositifs intelligents que nous concevons pour différentes industries. Nous avons développé une gamme complete d’actionneurs intelligents derniere génération, dédiés au spatial. Ils permettent de verrouiller / déverrouiller des mécanismes ou de déployer des antennes ou panneaux solaires sur des satellites et répondent aux exigences des plus petits satellites (nanosats, cubesats) comme des plus gros, des lanceurs et autres engins spatiaux. Ces actionneurs, appelés également HDRM (Hold Down Release Mechanisms), offrent des performances exceptionnelles rendues possible grâce a un alliage unique, le CN250X, que nous avons mis au point et qui nous offre une avance technologique sur la concurrence. De nouveaux dispositifs destinés a l’industrie spatiale sont en cours de développement (pinpuller, charnieres, barres de torsion…), et compléteront notre gamme de produits.","Nimesis Technology is a French SME founded in 2008, expert in the field of shape memory alloys. This cutting-edge technology is at the heart of the smart devices that we design for different industries. We have developed a complete range of latest generation intelligent actuators, dedicated to space. They allow locking / unlocking mechanisms or deploying antennas or solar panels on satellites and meet the requirements of smaller satellites (nanosats, cubesats) such as larger ones, launchers and other spacecrafts. These actuators, also called HDRM (Hold Down Release Mechanisms), offer exceptional performance made possible by a unique alloy, the CN250X, which we have developed and which gives us a technological advance over the competition. New devices intended for the space industry are under development (pinpuller, hinges, torsion bars, etc.), and will complete our range of products."
MURMURATION,https://murmuration-sas.com,"Notre objectif est de fournir des services B2B et de conseil dans le domaine du tourisme : Réalisation d’études d’impact basés sur l’analyse croisée de données d’observation de la terre par satellite et de base de données touristique, Développement de FLOCKEO : plateforme dédiée au tourisme durable, Services de promotion via les réseaux sociaux et des campagnes marketing pour valoriser des actions sociales et environnementales.","Our goal is to provide B2B and consultancy services in the field of sustainable tourism: Realization of impact studies on the cross analysis of earth observation data by satellite and tourist database, Development of FLOCKEO: platform dedicated to sustainable tourism, Promotion services via social networks and marketing campaigns to promote social and environmental actions."
MERSEN BOOSTEC,https://mersen.com,"Boostec® est une unité du groupe Mersen spécialisée dans le développement de produits innovants a partir de carbure de silicium fritté. DOMAINES DAPPLICATION : • instrumentation optique ou scientifique (optique spatiale ou sol, structures stables, grands instruments scientifiques...) ; • chimie/pharmachimie (réacteurs chimiques a flux continus, échangeurs de chaleur...) ; • applications mécaniques (garnitures mécaniques, paliers, butées...) ; • miroirs pour systemes laser industriels ; • équipements pour l’industrie des semi-conducteurs","Boostec® is a Mersen Group unit specializing in the development of innovative products in sintered silicon carbide. APPLICATIONS: • optical and scientific instrumentation (space or ground optics, stable structures, large scientific instruments, etc.) • chemical and pharma-chemical apparatus (continuous-flow reactors, heat exchangers, etc.) • mechanical applications (mechanical linings, bearings, stops, etc.) • mirrors for industrial laser systems • equipment for the semiconductor industry"
MGH Energy,https://mgh-energy.com/,"MGH est un opérateur qui développe, finance et exploite des projets industriels de production de carburants renouvelables destinés au secteur du transport (maritime et aérien) et se positionne sur l’ensemble de la chaine de valeur de la matiere premiere, en passant par l’unité de production, jusqu’a la commercialisation des produits","MGH is an operator that develops, finances and operates industrial projects for the production of renewable fuels for the transport sector (sea and air) and positions itself on the whole value chain from raw material, through the production unit, to the marketing of products.
"
MICHEL PIOCH SARL,https://michel-pioch.fr,"MICHEL PIOCH conçoit et développe des lignes d’usinage qui integrent les solutions de fraisage de profilés et barres en une seule opération. L’effectif est réparti entre la recherche et le développement, le montage des machines, la mise au point process, le SAV ainsi qu’un atelier de sous-traitance qui travaille dans tous secteurs industriels pour la réalisation de petites, moyennes et grandes séries de pieces usinées avec précision, dans tous types de matériaux. Les lignes d’usinage Michel Pioch sont conçues pour s’affranchir des contraintes de l’usinage traditionnel, bridé par des courses de longueurs souvent faibles. La technologie Michel Pioch permet de travailler des profilés ou des barres sans avoir a les débiter, ni les manipuler plusieurs fois pour obtenir une piece finie. Cette méthode de travail permet des gains énormes de temps, de matériels et diminue tres significativement les couts de l’usinage. L’obtention de pieces finies en une seule opération, voila bien la gageure et le défi relevé et gagné par Michel Pioch. Équipées d’embarreurs et de débarreurs automatiques, nos lignes d'usinage correspondaient déja aux exigences de l’industrie 3.0, maintenant équipées de robots cartésiens et connectées au réseau d’entreprise et a leur supervision, elles sont entrées de plain-pied dans l’industrie 4.0. Un opérateur peut conduire seul et simultanément, jusqu’a trois de nos lignes.","MICHEL PIOCH designs and develops machining lines that integrate solutions for milling profiles and bars in a single operation. Our workforce is shared between research and development, machine assembly, process development, service and a subcontracting workshop that works in all industrial sectors for the production of small, medium and large series of precision machined parts in all types of materials. Michel Pioch machining lines are designed to overcome the constraints of traditional machining, which is often limited by short strokes. Michel Pioch's technology enables profiles or bars to be worked without having to cut them or handle them several times to obtain a finished part. This method of working allows enormous savings in time and materials and significantly reduces machining costs. Obtaining finished parts in a single operation is the challenge taken up and won by Michel Pioch. Equipped with automatic bar feeders and unloaders, our machining lines already meet the requirements of Industry 3.0. Now equipped with Cartesian robots and connected to the company network and its supervision, they also meet the requirements of the Industry 4.0. One operator can drive up to three of our lines simultaneously."
MICRO USINAGE LASER,https://micro-usinage-laser.com,"Toutes opérations usinage par ABLATION LASER dans tous types de matériaux (métaux, verres, céramiques, films plastiques....): - perçage, détourage, gravure 3D....etc. - surface de travail 600 mm x 500 mm - Perçage micro-vias sur PCB","Laser ablation process in all materials (metals, glass, ceramics, polymers...): - drilling, cutting, marking....etc - working area 600 mm x 500 mm - Micro-vias drilling on PCB"
MICROCHIP POWER MODULES,https://microsemi.com,,
MICROTEC ELECTRONICS,https://microtec-electronics.fr/,"Microtec conçoit, fabrique et maintien des équipements électroniques embarqués de hautes fiabilités. Sur le marché des secteurs industriels a haute valeur ajoutée, Microtec s’adresse aux acteurs des secteurs des hautes technologies qui ont des besoins continus en capacité industrielle. Microtec intervient de l’étude jusqu’a la fabrication de vos équipements électroniques, en proposant a ses clients une « intervention a toutes les étapes » : Conception, maquettage, industrialisation, fabrication, MCO. Microtec se différencie par sa réactivité et son aptitude a travailler sur des séries unitaires jusqu’aux moyennes séries tout en conservant la performance sur la qualité des produits et le respect des délais.","Microtec designs, manufactures and maintains high reliability on-board electronic equipment. In the high-value-added industrial sector, Microtec targets high-tech players with ongoing industrial capacity needs. Microtec intervenes from the study to the manufacture of your electronic equipment, proposing to its customers a “intervention at all stages”: Design, layout, industrialization, manufacturing, MCO. Microtec differentiates itself by its responsiveness and its ability to work on unit series up to medium series while maintaining performance on product quality and respect of deadlines.
"
MILTON,https://milton-innovation.com,"Créée par des experts issus des forces spéciales de l'armée française, la société MILTON est un acteur majeur dans le développement, la recherche et la production de vecteurs drones dédiés aux missions de surveillance et de sécurité de toute nature. Partenaire des unités gouvernementales (militaires, police, gendarmerie, pompiers, sécurité civile) et des entreprises privées de sureté/sécurité, MILTON accompagne ses clients a chaque étape de l'analyse de leur besoin, dans la sélection et l'acquisition des équipements, leur test in-situ, puis pour la formation des pilotes et opérateurs. Le tout, dans un souci constant d'optimisation et de maîtrise des couts. Fournir la capacité drone dans une offre globale : - Recherche et développement - Production et centre d'essais - Formation opérationnelle - Assistance et maintenance","Created by experts, all former French Special Forces operators, MILTON is a major actor in development, research and production of drones dedicated to surveillance and security missions of all kind. Working with governmental organization (army, law enforcement, civil security) as well as with private security companies, MILTON squires you throughout each step of the most accurate analysis of you need, selection, purchase and test phases of your equipments, as well as the training of the future pilots and operators. Offering the best at the best cost. Provide a full package drone capacity : - Researh and development - Production and Training Center - Operational Training - Assistance and Technical Support"
